nn,nn_params,word_embeddings_params,accuracy,f1_macro,f1_weighted,Heavy Metal_precision,Heavy Metal_recall,Heavy Metal_f1_score,Heavy Metal_samples,Punk Rock_precision,Punk Rock_recall,Punk Rock_f1_score,Punk Rock_samples,Soft Rock_precision,Soft Rock_recall,Soft Rock_f1_score,Soft Rock_samples,total_samples
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_fasttext_50_5_300d,0.25,0.21,0.23,0.52,0.29,0.37,1911,0.53,0.02,0.03,1409,0.14,0.68,0.24,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_cbow_50_10_300d,0.28,0.24,0.23,0.49,0.05,0.09,1911,0.37,0.53,0.43,1409,0.14,0.42,0.21,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_cbow_5_5_300d,0.37,0.21,0.23,0.56,0.04,0.07,1911,0.36,0.95,0.52,1409,0.18,0.02,0.03,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_fasttext_5_5_100d,0.27,0.22,0.23,0.48,0.31,0.38,1911,0.5,0.0,0.0,1409,0.16,0.74,0.27,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_fasttext_50_10_300d,0.28,0.24,0.23,0.49,0.04,0.08,1911,0.34,0.59,0.44,1409,0.15,0.33,0.2,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_fasttext_5_10_300d,0.34,0.21,0.23,0.54,0.04,0.07,1911,0.36,0.87,0.51,1409,0.09,0.05,0.07,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=70,custom_rock_sg_50_5_300d,0.3,0.24,0.23,0.49,0.05,0.09,1911,0.35,0.66,0.46,1409,0.13,0.22,0.16,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_fasttext_5_5_100d,0.36,0.22,0.23,0.68,0.04,0.07,1911,0.36,0.94,0.53,1409,0.13,0.04,0.06,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=2,custom_rock_cbow_50_10_300d,0.34,0.23,0.23,0.48,0.04,0.07,1911,0.36,0.84,0.5,1409,0.13,0.1,0.11,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_sg_5_5_100d,0.37,0.2,0.23,0.57,0.05,0.09,1911,0.36,0.96,0.53,1409,0.0,0.0,0.0,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_cbow_5_5_300d,0.29,0.25,0.23,0.41,0.03,0.06,1911,0.37,0.6,0.46,1409,0.15,0.37,0.22,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_cbow_50_5_100d,0.37,0.21,0.23,0.64,0.04,0.08,1911,0.36,0.96,0.53,1409,0.12,0.01,0.02,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_cbow_5_5_100d,0.36,0.21,0.23,0.47,0.04,0.07,1911,0.36,0.95,0.53,1409,0.1,0.02,0.03,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_rock_fasttext_50_5_300d,0.37,0.21,0.23,0.68,0.03,0.06,1911,0.37,0.96,0.53,1409,0.12,0.02,0.03,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_sg_5_5_100d,0.24,0.23,0.23,0.53,0.23,0.32,1911,0.35,0.06,0.11,1409,0.15,0.72,0.25,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_rock_cbow_5_5_100d,0.35,0.21,0.23,0.5,0.04,0.07,1911,0.36,0.9,0.51,1409,0.07,0.03,0.04,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_sg_5_10_100d,0.36,0.22,0.23,0.62,0.03,0.06,1911,0.37,0.93,0.53,1409,0.15,0.06,0.08,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_rock_cbow_50_10_100d,0.33,0.23,0.23,0.53,0.03,0.05,1911,0.36,0.82,0.5,1409,0.14,0.14,0.14,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_cbow_5_5_100d,0.26,0.23,0.23,0.5,0.26,0.34,1911,0.36,0.05,0.08,1409,0.16,0.76,0.27,587,3907
gru,Embedding_out_dim = 100| GRU_units=100,custom_rock_fasttext_5_10_100d,0.37,0.19,0.22,0.71,0.03,0.05,1911,0.36,0.98,0.53,1409,0.03,0.0,0.0,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_sg_5_10_100d,0.24,0.24,0.22,0.51,0.07,0.12,1911,0.37,0.31,0.34,1409,0.16,0.66,0.25,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_fasttext_50_5_100d,0.26,0.24,0.22,0.5,0.05,0.08,1911,0.37,0.45,0.41,1409,0.14,0.5,0.22,587,3907
gru,Embedding_out_dim = 100| GRU_units=70,custom_rock_sg_50_5_100d,0.37,0.2,0.22,0.68,0.03,0.05,1911,0.36,0.98,0.53,1409,0.08,0.01,0.01,587,3907
gru,Embedding_out_dim = 100| GRU_units=20,custom_rock_cbow_5_5_100d,0.37,0.2,0.22,0.63,0.03,0.05,1911,0.36,0.98,0.53,1409,0.07,0.0,0.0,587,3907
gru,Embedding_out_dim = 100| GRU_units=70,custom_rock_cbow_50_10_100d,0.37,0.19,0.22,0.6,0.03,0.05,1911,0.36,0.98,0.53,1409,0.12,0.0,0.01,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_rock_fasttext_50_5_100d,0.24,0.24,0.22,0.46,0.09,0.15,1911,0.32,0.25,0.28,1409,0.17,0.7,0.27,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_sg_50_5_100d,0.25,0.24,0.22,0.49,0.06,0.1,1911,0.44,0.29,0.35,1409,0.16,0.76,0.27,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_cbow_50_5_100d,0.24,0.24,0.22,0.61,0.1,0.17,1911,0.33,0.23,0.27,1409,0.16,0.74,0.27,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_sg_50_10_100d,0.27,0.24,0.22,0.52,0.04,0.08,1911,0.36,0.46,0.41,1409,0.16,0.54,0.25,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_cbow_50_10_300d,0.29,0.24,0.22,0.49,0.03,0.06,1911,0.36,0.64,0.46,1409,0.14,0.32,0.2,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_rock_cbow_5_10_100d,0.37,0.2,0.22,0.71,0.03,0.06,1911,0.36,0.99,0.53,1409,0.2,0.0,0.0,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_rock_sg_50_5_300d,0.28,0.24,0.22,0.56,0.03,0.06,1911,0.36,0.56,0.44,1409,0.16,0.42,0.23,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_rock_fasttext_5_10_100d,0.37,0.19,0.22,0.65,0.03,0.05,1911,0.36,0.98,0.53,1409,0.09,0.0,0.0,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=2,custom_rock_fasttext_5_5_100d,0.37,0.2,0.22,0.57,0.02,0.05,1911,0.36,0.98,0.53,1409,0.16,0.01,0.02,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_cbow_50_10_100d,0.23,0.23,0.22,0.52,0.12,0.2,1911,0.4,0.16,0.23,1409,0.16,0.77,0.26,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_fasttext_5_10_300d,0.3,0.23,0.22,0.62,0.04,0.07,1911,0.35,0.72,0.47,1409,0.12,0.19,0.15,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_sg_5_10_300d,0.34,0.22,0.22,0.55,0.02,0.03,1911,0.36,0.86,0.51,1409,0.15,0.13,0.14,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_fasttext_5_5_300d,0.31,0.23,0.22,0.51,0.01,0.02,1911,0.39,0.77,0.51,1409,0.12,0.21,0.15,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_fasttext_50_10_300d,0.36,0.2,0.22,0.44,0.03,0.06,1911,0.36,0.95,0.52,1409,0.11,0.0,0.01,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_rock_sg_50_5_100d,0.37,0.2,0.22,0.61,0.04,0.07,1911,0.36,0.97,0.53,1409,0.1,0.01,0.01,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=5,custom_rock_cbow_5_10_100d,0.24,0.23,0.22,0.44,0.06,0.11,1911,0.37,0.35,0.36,1409,0.15,0.58,0.23,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_cbow_5_5_300d,0.32,0.24,0.22,0.68,0.02,0.04,1911,0.35,0.79,0.49,1409,0.16,0.19,0.17,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_sg_5_10_100d,0.23,0.21,0.22,0.46,0.2,0.28,1911,0.45,0.07,0.12,1409,0.15,0.73,0.25,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_fasttext_5_5_100d,0.36,0.2,0.22,0.65,0.03,0.05,1911,0.36,0.95,0.52,1409,0.05,0.01,0.02,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_sg_5_10_300d,0.36,0.19,0.22,0.47,0.03,0.06,1911,0.36,0.96,0.52,1409,0.0,0.0,0.0,587,3907
gru,Embedding_out_dim = 300| GRU_units=70,custom_rock_fasttext_50_5_300d,0.36,0.19,0.21,0.68,0.01,0.02,1911,0.36,0.98,0.53,1409,0.11,0.01,0.02,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_rock_sg_50_5_100d,0.36,0.19,0.21,0.71,0.02,0.03,1911,0.36,0.99,0.53,1409,0.03,0.0,0.0,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_rock_cbow_50_5_100d,0.36,0.19,0.21,0.67,0.02,0.03,1911,0.36,0.99,0.53,1409,0.0,0.0,0.0,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_rock_cbow_50_10_100d,0.37,0.19,0.21,0.66,0.02,0.04,1911,0.36,0.99,0.53,1409,0.0,0.0,0.0,587,3907
gru,Embedding_out_dim = 100| GRU_units=20,custom_rock_cbow_50_10_100d,0.36,0.19,0.21,0.58,0.02,0.03,1911,0.36,0.98,0.53,1409,0.05,0.0,0.01,587,3907
gru,Embedding_out_dim = 100| GRU_units=50,custom_rock_cbow_50_10_100d,0.36,0.19,0.21,0.66,0.02,0.03,1911,0.36,0.97,0.53,1409,0.08,0.01,0.02,587,3907
gru,Embedding_out_dim = 100| GRU_units=50,custom_rock_fasttext_50_10_100d,0.36,0.19,0.21,0.68,0.02,0.04,1911,0.36,0.98,0.53,1409,0.06,0.01,0.01,587,3907
gru,Embedding_out_dim = 300| GRU_units=70,custom_rock_fasttext_50_10_300d,0.36,0.19,0.21,0.59,0.01,0.03,1911,0.36,0.98,0.53,1409,0.16,0.01,0.02,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_sg_5_5_100d,0.36,0.19,0.21,0.64,0.02,0.03,1911,0.36,0.98,0.53,1409,0.03,0.0,0.0,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_rock_sg_50_10_100d,0.36,0.19,0.21,0.6,0.02,0.03,1911,0.36,0.98,0.53,1409,0.08,0.0,0.01,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_rock_cbow_50_10_300d,0.36,0.19,0.21,0.49,0.03,0.05,1911,0.36,0.96,0.52,1409,0.05,0.01,0.01,587,3907
gru,Embedding_out_dim = 300| GRU_units=50,custom_rock_cbow_50_10_300d,0.36,0.19,0.21,0.64,0.02,0.04,1911,0.36,0.98,0.53,1409,0.06,0.0,0.01,587,3907
gru,Embedding_out_dim = 300| GRU_units=100,custom_rock_cbow_50_10_300d,0.36,0.19,0.21,0.61,0.02,0.04,1911,0.36,0.98,0.53,1409,0.07,0.01,0.01,587,3907
gru,Embedding_out_dim = 100| GRU_units=20,custom_rock_fasttext_50_5_100d,0.36,0.19,0.21,0.62,0.02,0.04,1911,0.36,0.98,0.53,1409,0.04,0.0,0.01,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=10,custom_rock_cbow_50_10_300d,0.36,0.19,0.21,0.62,0.02,0.04,1911,0.36,0.98,0.53,1409,0.07,0.0,0.0,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_rock_sg_50_10_100d,0.36,0.19,0.21,0.63,0.02,0.04,1911,0.36,0.98,0.53,1409,0.15,0.01,0.01,587,3907
gru,Embedding_out_dim = 300| GRU_units=20,custom_rock_fasttext_50_10_300d,0.36,0.19,0.21,0.66,0.02,0.03,1911,0.36,0.98,0.53,1409,0.05,0.01,0.01,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_rock_fasttext_50_5_300d,0.36,0.19,0.21,0.7,0.02,0.03,1911,0.36,0.97,0.53,1409,0.05,0.01,0.01,587,3907
gru,Embedding_out_dim = 100| GRU_units=50,custom_rock_fasttext_50_5_100d,0.36,0.19,0.21,0.67,0.02,0.03,1911,0.36,0.98,0.53,1409,0.05,0.01,0.01,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=10,custom_rock_sg_50_5_300d,0.37,0.19,0.21,0.65,0.03,0.05,1911,0.36,0.98,0.53,1409,0.0,0.0,0.0,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_rock_cbow_50_5_100d,0.36,0.19,0.21,0.62,0.02,0.04,1911,0.36,0.98,0.53,1409,0.06,0.01,0.01,587,3907
gru,Embedding_out_dim = 100| GRU_units=10,custom_rock_cbow_5_5_100d,0.36,0.19,0.21,0.54,0.01,0.03,1911,0.36,0.97,0.53,1409,0.04,0.01,0.01,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_sg_50_5_100d,0.23,0.23,0.21,0.5,0.07,0.13,1911,0.38,0.26,0.31,1409,0.15,0.68,0.25,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_rock_cbow_50_5_100d,0.23,0.22,0.21,0.43,0.06,0.11,1911,0.34,0.29,0.31,1409,0.15,0.62,0.24,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_rock_cbow_5_5_100d,0.23,0.22,0.21,0.46,0.05,0.1,1911,0.34,0.35,0.35,1409,0.14,0.54,0.22,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_fasttext_5_10_100d,0.35,0.19,0.21,0.55,0.01,0.02,1911,0.36,0.96,0.52,1409,0.11,0.02,0.03,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=2,custom_rock_cbow_50_5_100d,0.3,0.23,0.21,0.59,0.01,0.01,1911,0.36,0.69,0.47,1409,0.16,0.31,0.21,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=50| Conv1D_kernel_size=3,custom_rock_cbow_50_5_100d,0.3,0.22,0.21,0.41,0.01,0.03,1911,0.36,0.7,0.47,1409,0.13,0.25,0.17,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_rock_sg_5_5_300d,0.37,0.19,0.21,0.69,0.02,0.04,1911,0.36,0.99,0.53,1409,0.0,0.0,0.0,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_rock_sg_50_10_100d,0.33,0.23,0.21,0.62,0.0,0.01,1911,0.36,0.84,0.51,1409,0.18,0.2,0.19,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_cbow_50_5_300d,0.36,0.19,0.21,0.54,0.02,0.04,1911,0.36,0.98,0.53,1409,0.0,0.0,0.0,587,3907
gru,Embedding_out_dim = 300| GRU_units=10,custom_rock_cbow_50_5_300d,0.37,0.19,0.21,0.77,0.02,0.04,1911,0.36,0.99,0.53,1409,0.11,0.01,0.01,587,3907
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_cbow_5_10_100d,0.35,0.21,0.21,0.52,0.02,0.03,1911,0.36,0.92,0.52,1409,0.12,0.05,0.07,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=4,custom_rock_fasttext_50_10_300d,0.23,0.22,0.21,0.53,0.1,0.17,1911,0.35,0.18,0.24,1409,0.16,0.75,0.26,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_cbow_5_5_300d,0.36,0.19,0.21,0.56,0.02,0.05,1911,0.36,0.97,0.53,1409,0.05,0.0,0.0,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_cbow_5_10_300d,0.37,0.19,0.21,0.77,0.01,0.03,1911,0.36,1.0,0.53,1409,0.18,0.0,0.01,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_rock_sg_50_10_300d,0.23,0.21,0.21,0.54,0.19,0.28,1911,0.35,0.05,0.09,1409,0.16,0.81,0.26,587,3907
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_rock_fasttext_50_5_300d,0.35,0.21,0.21,0.61,0.01,0.02,1911,0.36,0.93,0.52,1409,0.14,0.07,0.09,587,3907
gru,Embedding_out_dim = 300| GRU_units=50,custom_rock_sg_5_5_300d,0.36,0.19,0.21,0.62,0.02,0.03,1911,0.36,0.99,0.53,1409,0.05,0.0,0.0,587,3907
gru,Embedding_out_dim = 300| GRU_units=100,custom_rock_sg_5_5_300d,0.36,0.19,0.21,0.73,0.02,0.03,1911,0.36,0.98,0.53,1409,0.02,0.0,0.0,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_rock_fasttext_50_10_300d,0.36,0.19,0.21,0.62,0.02,0.04,1911,0.36,0.98,0.53,1409,0.0,0.0,0.0,587,3907
gru,Embedding_out_dim = 100| GRU_units=50,custom_rock_sg_5_10_100d,0.36,0.19,0.21,0.73,0.02,0.03,1911,0.36,0.98,0.53,1409,0.08,0.01,0.02,587,3907
gru,Embedding_out_dim = 100| GRU_units=70,custom_rock_sg_5_10_100d,0.36,0.19,0.21,0.63,0.02,0.03,1911,0.36,0.98,0.53,1409,0.1,0.01,0.02,587,3907
gru,Embedding_out_dim = 300| GRU_units=100,custom_rock_sg_5_10_300d,0.37,0.19,0.21,0.67,0.02,0.04,1911,0.36,0.99,0.53,1409,0.0,0.0,0.0,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_rock_cbow_5_10_300d,0.36,0.19,0.21,0.61,0.02,0.04,1911,0.36,0.98,0.53,1409,0.03,0.0,0.0,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_cbow_50_10_300d,0.32,0.22,0.21,0.5,0.02,0.03,1911,0.35,0.79,0.49,1409,0.13,0.15,0.14,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_rock_cbow_50_5_300d,0.26,0.22,0.21,0.54,0.04,0.07,1911,0.34,0.54,0.41,1409,0.13,0.33,0.18,587,3907
gru,Embedding_out_dim = 300| GRU_units=50,custom_rock_fasttext_5_5_300d,0.36,0.19,0.21,0.73,0.01,0.02,1911,0.36,0.98,0.53,1409,0.11,0.01,0.02,587,3907
gru,Embedding_out_dim = 300| GRU_units=100,custom_rock_fasttext_5_5_300d,0.36,0.2,0.21,0.72,0.02,0.04,1911,0.36,0.98,0.53,1409,0.13,0.01,0.02,587,3907
gru,Embedding_out_dim = 100| GRU_units=10,custom_rock_fasttext_5_10_100d,0.36,0.19,0.21,0.59,0.01,0.03,1911,0.36,0.98,0.53,1409,0.06,0.01,0.01,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_rock_fasttext_5_10_300d,0.28,0.22,0.21,0.43,0.02,0.04,1911,0.36,0.64,0.46,1409,0.11,0.25,0.15,587,3907
gru,Embedding_out_dim = 100| GRU_units=50,custom_rock_sg_50_5_100d,0.36,0.19,0.21,0.65,0.01,0.03,1911,0.36,0.99,0.53,1409,0.09,0.01,0.01,587,3907
gru,Embedding_out_dim = 300| GRU_units=50,custom_rock_sg_50_5_300d,0.36,0.19,0.21,0.74,0.01,0.02,1911,0.36,0.98,0.53,1409,0.1,0.01,0.02,587,3907
gru,Embedding_out_dim = 100| GRU_units=20,custom_rock_sg_50_10_100d,0.36,0.19,0.21,0.64,0.02,0.04,1911,0.36,0.98,0.53,1409,0.03,0.0,0.0,587,3907
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_rock_cbow_5_5_100d,0.36,0.2,0.21,0.56,0.01,0.02,1911,0.36,0.96,0.52,1409,0.22,0.02,0.04,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_rock_fasttext_5_5_300d,0.36,0.19,0.21,0.58,0.01,0.03,1911,0.36,0.98,0.53,1409,0.1,0.01,0.02,587,3907
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=2,custom_rock_cbow_5_10_300d,0.24,0.23,0.21,0.49,0.07,0.12,1911,0.37,0.3,0.33,1409,0.15,0.63,0.24,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_fasttext_50_10_100d,0.23,0.23,0.21,0.46,0.08,0.13,1911,0.44,0.21,0.28,1409,0.16,0.78,0.26,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_cbow_50_10_100d,0.3,0.23,0.21,0.25,0.0,0.0,1911,0.36,0.71,0.48,1409,0.16,0.31,0.21,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_cbow_5_5_300d,0.35,0.21,0.21,0.73,0.01,0.01,1911,0.36,0.94,0.52,1409,0.17,0.06,0.09,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_rock_cbow_5_5_100d,0.36,0.19,0.21,0.61,0.01,0.03,1911,0.36,0.98,0.53,1409,0.13,0.01,0.02,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_rock_sg_5_10_300d,0.36,0.2,0.21,0.56,0.02,0.04,1911,0.36,0.96,0.53,1409,0.11,0.02,0.03,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=70,custom_rock_fasttext_50_10_100d,0.23,0.21,0.21,0.47,0.21,0.29,1911,0.42,0.05,0.1,1409,0.15,0.75,0.25,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_rock_sg_5_10_100d,0.36,0.19,0.21,0.6,0.02,0.03,1911,0.36,0.98,0.53,1409,0.09,0.01,0.01,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_rock_cbow_5_5_300d,0.37,0.19,0.21,0.68,0.02,0.03,1911,0.36,0.99,0.53,1409,0.08,0.0,0.01,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_rock_fasttext_5_10_300d,0.36,0.19,0.21,0.58,0.02,0.04,1911,0.36,0.98,0.53,1409,0.22,0.01,0.02,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=100,custom_rock_sg_5_5_100d,0.36,0.2,0.21,0.58,0.02,0.04,1911,0.36,0.96,0.53,1409,0.11,0.02,0.04,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_cbow_5_5_100d,0.36,0.2,0.21,0.41,0.02,0.04,1911,0.36,0.95,0.52,1409,0.14,0.02,0.04,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_cbow_50_5_300d,0.34,0.22,0.21,0.59,0.01,0.02,1911,0.36,0.89,0.51,1409,0.15,0.1,0.12,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_rock_sg_50_5_300d,0.23,0.23,0.21,0.51,0.07,0.12,1911,0.38,0.26,0.31,1409,0.15,0.71,0.25,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_fasttext_5_5_300d,0.24,0.21,0.21,0.49,0.21,0.3,1911,0.44,0.04,0.07,1409,0.16,0.8,0.26,587,3907
lstm,Embedding_out_dim = 300| LSTM_units=50,custom_rock_sg_5_10_300d,0.37,0.19,0.21,0.66,0.02,0.04,1911,0.36,0.98,0.53,1409,0.04,0.0,0.0,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_fasttext_5_10_100d,0.29,0.23,0.21,0.4,0.02,0.03,1911,0.35,0.67,0.46,1409,0.14,0.28,0.19,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=50,custom_rock_sg_50_10_100d,0.22,0.21,0.21,0.51,0.16,0.24,1911,0.38,0.09,0.14,1409,0.15,0.76,0.25,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_rock_sg_5_10_100d,0.36,0.19,0.2,0.58,0.01,0.03,1911,0.36,0.99,0.53,1409,0.0,0.0,0.0,587,3907
gru,Embedding_out_dim = 300| GRU_units=70,custom_rock_cbow_50_10_300d,0.36,0.19,0.2,0.57,0.01,0.02,1911,0.36,0.98,0.53,1409,0.08,0.01,0.01,587,3907
gru,Embedding_out_dim = 300| GRU_units=20,custom_rock_sg_50_5_300d,0.36,0.18,0.2,0.71,0.01,0.02,1911,0.36,0.98,0.53,1409,0.04,0.0,0.01,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_rock_fasttext_5_5_300d,0.22,0.2,0.2,0.5,0.17,0.25,1911,0.42,0.06,0.1,1409,0.15,0.8,0.26,587,3907
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_rock_fasttext_50_10_100d,0.36,0.18,0.2,0.59,0.01,0.01,1911,0.36,0.99,0.53,1409,0.08,0.01,0.01,587,3907
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_rock_fasttext_5_5_300d,0.36,0.18,0.2,0.53,0.01,0.02,1911,0.36,0.99,0.53,1409,1.0,0.0,0.0,587,3907
gru,Embedding_out_dim = 100| GRU_units=10,custom_rock_fasttext_50_5_100d,0.36,0.19,0.2,0.64,0.0,0.01,1911,0.36,0.99,0.53,1409,0.1,0.01,0.02,587,3907
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_rock_sg_50_10_100d,0.25,0.23,0.2,0.44,0.03,0.06,1911,0.35,0.4,0.37,1409,0.16,0.61,0.26,587,3907
