nn,nn_params,word_embeddings_params,accuracy,f1_macro,f1_weighted,Pop Rock_precision,Pop Rock_recall,Pop Rock_f1_score,Pop Rock_samples,Power-Pop_precision,Power-Pop_recall,Power-Pop_f1_score,Power-Pop_samples,Tecnopop_precision,Tecnopop_recall,Tecnopop_f1_score,Tecnopop_samples,total_samples
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_fasttext_50_5_300d,0.16,0.14,0.09,0.57,0.01,0.02,1651,0.14,0.9,0.24,349,0.27,0.12,0.17,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_sg_50_5_300d,0.16,0.13,0.09,0.61,0.03,0.05,1651,0.14,0.99,0.24,349,0.47,0.06,0.11,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_pop_cbow_5_10_100d,0.16,0.13,0.09,0.58,0.03,0.06,1651,0.14,0.98,0.24,349,0.51,0.05,0.09,651,2651
gru,Embedding_out_dim = 100| GRU_units=50,custom_pop_cbow_5_5_100d,0.16,0.13,0.09,0.51,0.03,0.05,1651,0.14,0.99,0.24,349,0.46,0.05,0.09,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_50_10_100d,0.16,0.15,0.09,0.67,0.0,0.0,1651,0.13,0.87,0.23,349,0.3,0.18,0.23,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_cbow_5_10_100d,0.16,0.15,0.09,0.75,0.0,0.01,1651,0.14,0.89,0.24,349,0.29,0.16,0.21,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=100,custom_pop_fasttext_50_10_300d,0.16,0.13,0.09,0.55,0.03,0.06,1651,0.13,0.95,0.24,349,0.34,0.06,0.1,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_5_5_100d,0.16,0.12,0.09,0.52,0.05,0.09,1651,0.13,0.95,0.23,349,0.64,0.01,0.03,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_fasttext_5_5_100d,0.16,0.12,0.09,0.54,0.04,0.08,1651,0.14,0.97,0.24,349,0.47,0.03,0.05,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_fasttext_5_10_300d,0.16,0.15,0.09,0.4,0.01,0.03,1651,0.14,0.96,0.24,349,0.38,0.12,0.18,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=100,custom_pop_fasttext_5_5_300d,0.16,0.13,0.09,0.49,0.03,0.06,1651,0.14,0.97,0.24,349,0.39,0.05,0.09,651,2651
gru,Embedding_out_dim = 100| GRU_units=50,custom_pop_cbow_50_10_100d,0.15,0.12,0.08,0.46,0.03,0.05,1651,0.14,0.98,0.24,349,0.48,0.03,0.06,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=2,custom_pop_sg_5_5_300d,0.15,0.14,0.08,0.0,0.0,0.0,1651,0.13,0.83,0.23,349,0.24,0.17,0.2,651,2651
gru,Embedding_out_dim = 300| GRU_units=20,custom_pop_fasttext_5_5_300d,0.15,0.11,0.08,0.51,0.04,0.07,1651,0.14,0.98,0.24,349,0.75,0.0,0.01,651,2651
gru,Embedding_out_dim = 100| GRU_units=100,custom_pop_sg_50_10_100d,0.15,0.13,0.08,0.52,0.01,0.03,1651,0.14,0.98,0.24,349,0.45,0.07,0.12,651,2651
gru,Embedding_out_dim = 100| GRU_units=100,custom_pop_fasttext_5_5_100d,0.16,0.13,0.08,0.55,0.02,0.04,1651,0.14,0.98,0.24,349,0.46,0.07,0.12,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_fasttext_5_10_100d,0.15,0.12,0.08,0.58,0.03,0.06,1651,0.13,0.93,0.23,349,0.3,0.03,0.06,651,2651
gru,Embedding_out_dim = 100| GRU_units=50,custom_pop_cbow_5_10_100d,0.16,0.11,0.08,0.51,0.04,0.07,1651,0.14,0.99,0.24,349,0.6,0.01,0.02,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_cbow_50_5_300d,0.15,0.12,0.08,0.5,0.03,0.06,1651,0.13,0.93,0.23,349,0.27,0.04,0.08,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_fasttext_5_10_100d,0.15,0.1,0.08,0.58,0.04,0.07,1651,0.13,0.97,0.24,349,0.14,0.0,0.0,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_sg_50_10_300d,0.16,0.13,0.08,0.53,0.02,0.03,1651,0.14,0.99,0.24,349,0.45,0.06,0.11,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=70,custom_pop_cbow_5_5_100d,0.15,0.13,0.08,0.62,0.01,0.01,1651,0.14,0.93,0.24,349,0.27,0.1,0.15,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=10,custom_pop_sg_5_10_300d,0.15,0.12,0.08,0.48,0.02,0.05,1651,0.14,0.98,0.24,349,0.37,0.03,0.06,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_pop_fasttext_5_5_100d,0.15,0.12,0.08,0.59,0.02,0.04,1651,0.14,0.99,0.24,349,0.56,0.04,0.08,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_fasttext_5_5_100d,0.16,0.11,0.08,0.52,0.04,0.07,1651,0.14,0.98,0.24,349,0.48,0.02,0.03,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_pop_sg_5_5_100d,0.16,0.12,0.08,0.53,0.04,0.07,1651,0.14,0.99,0.24,349,0.39,0.02,0.04,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=70,custom_pop_fasttext_5_5_100d,0.16,0.12,0.08,0.52,0.04,0.07,1651,0.14,0.99,0.24,349,0.48,0.02,0.04,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_cbow_50_5_300d,0.16,0.13,0.08,0.58,0.02,0.04,1651,0.14,0.99,0.24,349,0.42,0.07,0.12,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_pop_fasttext_5_10_100d,0.16,0.11,0.08,0.5,0.04,0.07,1651,0.14,0.99,0.24,349,0.56,0.01,0.02,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=50,custom_pop_cbow_50_10_100d,0.16,0.14,0.08,0.67,0.0,0.01,1651,0.14,0.98,0.24,349,0.45,0.11,0.17,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=20,custom_pop_fasttext_50_5_100d,0.16,0.12,0.08,0.5,0.03,0.06,1651,0.14,0.97,0.24,349,0.39,0.04,0.06,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_pop_cbow_50_10_300d,0.16,0.14,0.08,0.46,0.01,0.02,1651,0.14,0.98,0.24,349,0.43,0.1,0.16,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_pop_fasttext_50_10_100d,0.16,0.13,0.08,0.54,0.02,0.04,1651,0.14,0.98,0.24,349,0.5,0.07,0.13,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=10,custom_pop_cbow_5_10_300d,0.15,0.12,0.08,0.52,0.02,0.04,1651,0.14,0.98,0.24,349,0.53,0.05,0.09,651,2651
gru,Embedding_out_dim = 300| GRU_units=100,custom_pop_cbow_50_5_300d,0.15,0.13,0.07,0.35,0.0,0.01,1651,0.14,0.98,0.24,349,0.45,0.09,0.15,651,2651
gru,Embedding_out_dim = 300| GRU_units=20,custom_pop_cbow_5_10_300d,0.15,0.11,0.07,0.49,0.02,0.04,1651,0.14,0.99,0.24,349,0.51,0.03,0.06,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=10,custom_pop_cbow_5_5_300d,0.15,0.12,0.07,0.63,0.02,0.03,1651,0.14,0.99,0.24,349,0.42,0.05,0.09,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_5_10_300d,0.15,0.1,0.07,0.47,0.03,0.06,1651,0.14,0.98,0.24,349,0.29,0.01,0.01,651,2651
gru,Embedding_out_dim = 100| GRU_units=10,custom_pop_fasttext_5_10_100d,0.15,0.1,0.07,0.57,0.03,0.06,1651,0.13,0.99,0.24,349,0.5,0.0,0.0,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_pop_fasttext_50_10_300d,0.15,0.11,0.07,0.59,0.02,0.04,1651,0.13,0.98,0.24,349,0.43,0.03,0.06,651,2651
gru,Embedding_out_dim = 300| GRU_units=50,custom_pop_fasttext_5_5_300d,0.15,0.1,0.07,0.51,0.03,0.05,1651,0.14,0.99,0.24,349,0.33,0.0,0.0,651,2651
gru,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_50_5_100d,0.15,0.1,0.07,0.47,0.03,0.06,1651,0.14,0.99,0.24,349,0.23,0.0,0.01,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_fasttext_50_5_300d,0.15,0.12,0.07,0.66,0.01,0.02,1651,0.14,0.97,0.24,349,0.29,0.05,0.09,651,2651
gru,Embedding_out_dim = 100| GRU_units=50,custom_pop_fasttext_50_10_100d,0.15,0.12,0.07,0.47,0.01,0.03,1651,0.14,0.98,0.24,349,0.44,0.05,0.09,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_pop_fasttext_50_10_100d,0.15,0.12,0.07,0.47,0.01,0.03,1651,0.14,0.98,0.24,349,0.51,0.06,0.1,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_fasttext_50_5_300d,0.15,0.12,0.07,0.53,0.02,0.04,1651,0.13,0.93,0.23,349,0.23,0.05,0.08,651,2651
gru,Embedding_out_dim = 100| GRU_units=50,custom_pop_cbow_50_5_100d,0.15,0.11,0.07,0.59,0.02,0.04,1651,0.14,0.99,0.24,349,0.54,0.03,0.06,651,2651
gru,Embedding_out_dim = 100| GRU_units=70,custom_pop_cbow_50_5_100d,0.15,0.12,0.07,0.6,0.02,0.04,1651,0.14,0.99,0.24,349,0.56,0.04,0.07,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_cbow_5_10_300d,0.15,0.12,0.07,0.53,0.01,0.03,1651,0.13,0.93,0.23,349,0.22,0.07,0.1,651,2651
gru,Embedding_out_dim = 100| GRU_units=50,custom_pop_sg_5_5_100d,0.15,0.12,0.07,0.41,0.01,0.01,1651,0.14,0.99,0.24,349,0.46,0.07,0.12,651,2651
gru,Embedding_out_dim = 300| GRU_units=100,custom_pop_cbow_5_5_300d,0.15,0.12,0.07,0.51,0.02,0.03,1651,0.14,0.99,0.24,349,0.49,0.05,0.09,651,2651
gru,Embedding_out_dim = 100| GRU_units=70,custom_pop_fasttext_50_5_100d,0.15,0.11,0.07,0.47,0.02,0.04,1651,0.14,0.99,0.24,349,0.56,0.03,0.06,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_50_5_300d,0.15,0.12,0.07,0.52,0.01,0.01,1651,0.13,0.97,0.24,349,0.45,0.07,0.12,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_50_10_100d,0.15,0.13,0.07,0.67,0.0,0.0,1651,0.14,0.98,0.24,349,0.46,0.08,0.14,651,2651
gru,Embedding_out_dim = 300| GRU_units=100,custom_pop_cbow_50_10_300d,0.15,0.11,0.07,0.52,0.02,0.03,1651,0.14,0.98,0.24,349,0.39,0.04,0.07,651,2651
gru,Embedding_out_dim = 300| GRU_units=10,custom_pop_sg_5_10_300d,0.15,0.11,0.07,0.55,0.02,0.04,1651,0.13,0.98,0.24,349,0.48,0.03,0.06,651,2651
gru,Embedding_out_dim = 100| GRU_units=10,custom_pop_sg_50_5_100d,0.15,0.1,0.07,0.45,0.02,0.05,1651,0.14,0.99,0.24,349,0.67,0.02,0.03,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=3,custom_pop_sg_5_10_300d,0.15,0.13,0.07,0.4,0.0,0.0,1651,0.13,0.91,0.23,349,0.29,0.11,0.16,651,2651
gru,Embedding_out_dim = 300| GRU_units=10,custom_pop_fasttext_50_5_300d,0.15,0.1,0.07,0.51,0.03,0.05,1651,0.14,0.99,0.24,349,0.62,0.01,0.02,651,2651
gru,Embedding_out_dim = 300| GRU_units=10,custom_pop_sg_50_5_300d,0.15,0.11,0.07,0.6,0.03,0.06,1651,0.14,1.0,0.24,349,0.57,0.01,0.01,651,2651
gru,Embedding_out_dim = 100| GRU_units=10,custom_pop_fasttext_50_10_100d,0.15,0.1,0.06,0.51,0.02,0.05,1651,0.13,0.99,0.24,349,0.67,0.01,0.01,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=100,custom_pop_fasttext_5_5_100d,0.15,0.12,0.06,0.5,0.0,0.0,1651,0.14,0.99,0.24,349,0.47,0.07,0.12,651,2651
gru,Embedding_out_dim = 300| GRU_units=10,custom_pop_fasttext_5_10_300d,0.15,0.11,0.06,0.46,0.01,0.02,1651,0.13,0.98,0.24,349,0.45,0.05,0.08,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_pop_fasttext_5_5_300d,0.15,0.11,0.06,0.48,0.01,0.02,1651,0.14,0.99,0.24,349,0.37,0.03,0.06,651,2651
gru,Embedding_out_dim = 300| GRU_units=20,custom_pop_cbow_50_10_300d,0.14,0.1,0.06,0.44,0.02,0.03,1651,0.13,0.99,0.24,349,0.35,0.01,0.02,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_pop_cbow_50_10_100d,0.15,0.11,0.06,0.62,0.01,0.02,1651,0.13,0.99,0.24,349,0.42,0.04,0.07,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_5_10_300d,0.15,0.11,0.06,0.59,0.01,0.03,1651,0.13,0.99,0.24,349,0.49,0.04,0.07,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_cbow_50_5_300d,0.15,0.1,0.06,0.52,0.02,0.04,1651,0.14,0.99,0.24,349,0.28,0.02,0.03,651,2651
gru,Embedding_out_dim = 300| GRU_units=10,custom_pop_sg_5_5_300d,0.15,0.11,0.06,0.44,0.01,0.03,1651,0.13,0.98,0.24,349,0.44,0.04,0.07,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_cbow_5_10_300d,0.14,0.1,0.06,0.6,0.02,0.04,1651,0.13,0.96,0.23,349,0.27,0.02,0.03,651,2651
gru,Embedding_out_dim = 300| GRU_units=10,custom_pop_cbow_5_10_300d,0.14,0.09,0.06,0.48,0.02,0.04,1651,0.13,0.99,0.24,349,0.2,0.0,0.0,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_sg_5_5_100d,0.14,0.1,0.06,0.5,0.01,0.03,1651,0.13,0.97,0.23,349,0.49,0.03,0.05,651,2651
gru,Embedding_out_dim = 300| GRU_units=70,custom_pop_sg_5_10_300d,0.14,0.11,0.06,0.5,0.01,0.01,1651,0.13,0.99,0.24,349,0.44,0.04,0.07,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_cbow_5_10_300d,0.15,0.11,0.06,0.29,0.01,0.01,1651,0.14,0.99,0.24,349,0.5,0.05,0.09,651,2651
gru,Embedding_out_dim = 100| GRU_units=10,custom_pop_cbow_5_10_100d,0.14,0.09,0.06,0.48,0.02,0.04,1651,0.13,0.99,0.24,349,0.44,0.01,0.01,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_sg_50_5_300d,0.14,0.12,0.06,0.75,0.0,0.0,1651,0.13,0.94,0.23,349,0.3,0.07,0.11,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_fasttext_50_5_100d,0.14,0.1,0.06,0.61,0.02,0.03,1651,0.13,0.95,0.23,349,0.25,0.03,0.05,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_5_5_300d,0.14,0.1,0.06,0.44,0.01,0.02,1651,0.13,0.98,0.23,349,0.42,0.03,0.06,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=20,custom_pop_cbow_5_10_300d,0.14,0.1,0.05,0.53,0.01,0.02,1651,0.13,0.98,0.23,349,0.3,0.02,0.05,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_50_5_300d,0.14,0.09,0.05,0.36,0.01,0.03,1651,0.13,0.98,0.23,349,0.38,0.01,0.02,651,2651
gru,Embedding_out_dim = 300| GRU_units=50,custom_pop_cbow_5_5_300d,0.14,0.09,0.05,0.43,0.02,0.03,1651,0.13,0.99,0.24,349,0.0,0.0,0.0,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=4,custom_pop_cbow_5_10_300d,0.14,0.09,0.05,0.72,0.02,0.04,1651,0.13,0.98,0.23,349,0.0,0.0,0.0,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=10,custom_pop_sg_50_5_300d,0.14,0.09,0.05,0.58,0.02,0.03,1651,0.13,0.99,0.23,349,0.67,0.0,0.01,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_fasttext_50_10_100d,0.14,0.1,0.05,0.54,0.01,0.02,1651,0.13,0.99,0.23,349,0.51,0.03,0.06,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_50_5_100d,0.14,0.1,0.05,0.5,0.0,0.0,1651,0.13,0.99,0.23,349,0.46,0.03,0.05,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=10,custom_pop_cbow_50_10_300d,0.14,0.09,0.05,0.43,0.01,0.02,1651,0.13,0.99,0.24,349,0.32,0.01,0.02,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=50| Conv1D_kernel_size=4,custom_pop_fasttext_5_10_300d,0.14,0.1,0.05,0.0,0.0,0.0,1651,0.13,0.97,0.23,349,0.24,0.03,0.06,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=50,custom_pop_cbow_5_10_300d,0.14,0.09,0.05,0.46,0.01,0.01,1651,0.13,0.99,0.23,349,0.6,0.02,0.04,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_fasttext_50_5_100d,0.14,0.09,0.05,0.55,0.01,0.01,1651,0.13,0.97,0.23,349,0.27,0.01,0.02,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 300| LSTM_units=70,custom_pop_sg_5_10_300d,0.14,0.09,0.05,0.67,0.01,0.02,1651,0.13,1.0,0.23,349,0.5,0.0,0.01,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_5_10_100d,0.14,0.1,0.05,0.6,0.01,0.01,1651,0.13,0.99,0.24,349,0.52,0.03,0.06,651,2651
gru,Embedding_out_dim = 100| GRU_units=10,custom_pop_sg_5_5_100d,0.14,0.09,0.05,0.47,0.02,0.03,1651,0.13,0.99,0.24,349,0.0,0.0,0.0,651,2651
gru,Embedding_out_dim = 100| GRU_units=70,custom_pop_sg_5_10_100d,0.14,0.09,0.05,0.49,0.01,0.03,1651,0.13,1.0,0.24,349,0.36,0.01,0.01,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_fasttext_50_5_100d,0.14,0.1,0.05,0.64,0.0,0.01,1651,0.13,0.97,0.23,349,0.23,0.03,0.05,651,2651
lstm_return_sequences_max_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_cbow_5_5_100d,0.14,0.1,0.05,0.67,0.01,0.02,1651,0.13,0.99,0.23,349,0.43,0.02,0.04,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=20,custom_pop_fasttext_5_10_100d,0.14,0.1,0.05,0.5,0.0,0.0,1651,0.13,0.99,0.24,349,0.45,0.04,0.07,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=100,custom_pop_sg_5_5_100d,0.14,0.09,0.05,0.58,0.01,0.03,1651,0.13,0.98,0.23,349,0.38,0.0,0.01,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=20,custom_pop_sg_5_5_300d,0.14,0.1,0.05,0.47,0.01,0.02,1651,0.13,0.99,0.24,349,0.55,0.02,0.05,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=50,custom_pop_sg_5_5_300d,0.14,0.09,0.05,0.45,0.01,0.03,1651,0.13,0.99,0.23,349,0.11,0.0,0.0,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=4,custom_pop_sg_5_10_300d,0.14,0.09,0.04,1.0,0.0,0.0,1651,0.13,1.0,0.23,349,0.52,0.02,0.03,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=100,custom_pop_sg_5_10_300d,0.13,0.08,0.04,0.33,0.0,0.0,1651,0.13,0.99,0.23,349,0.6,0.0,0.01,651,2651
gru,Embedding_out_dim = 300| GRU_units=10,custom_pop_cbow_5_5_300d,0.14,0.09,0.04,0.38,0.0,0.01,1651,0.13,0.99,0.23,349,0.38,0.01,0.02,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_cbow_50_10_300d,0.14,0.09,0.04,0.67,0.0,0.0,1651,0.13,1.0,0.23,349,0.86,0.01,0.02,651,2651
lstm,Embedding_out_dim = 100| LSTM_units=20,custom_pop_sg_5_10_100d,0.14,0.09,0.04,0.33,0.0,0.0,1651,0.13,0.99,0.23,349,0.5,0.02,0.04,651,2651
gru_return_sequences_average_pooling,Embedding_out_dim = 100| GRU_units=10,custom_pop_sg_5_5_100d,0.13,0.09,0.04,0.0,0.0,0.0,1651,0.13,0.99,0.23,349,0.39,0.01,0.03,651,2651
cnn,Embedding_out_dim = 100| Conv1D_filters=100| Conv1D_kernel_size=5,custom_pop_fasttext_5_5_100d,0.13,0.08,0.04,0.75,0.0,0.01,1651,0.13,1.0,0.23,349,0.0,0.0,0.0,651,2651
cnn,Embedding_out_dim = 300| Conv1D_filters=100| Conv1D_kernel_size=4,custom_pop_sg_5_5_300d,0.13,0.09,0.04,0.0,0.0,0.0,1651,0.13,1.0,0.23,349,0.42,0.01,0.02,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_sg_5_5_100d,0.14,0.09,0.04,0.5,0.0,0.0,1651,0.13,1.0,0.24,349,0.54,0.02,0.04,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_fasttext_5_10_100d,0.13,0.08,0.03,0.0,0.0,0.0,1651,0.13,1.0,0.23,349,0.0,0.0,0.0,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=20,custom_pop_fasttext_50_10_300d,0.13,0.08,0.03,0.5,0.0,0.0,1651,0.13,1.0,0.23,349,0.33,0.01,0.01,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 300| LSTM_units=10,custom_pop_fasttext_50_10_300d,0.13,0.08,0.03,0.0,0.0,0.0,1651,0.13,1.0,0.23,349,0.0,0.0,0.0,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=10,custom_pop_sg_50_10_100d,0.13,0.08,0.03,0.5,0.0,0.0,1651,0.13,1.0,0.23,349,1.0,0.0,0.0,651,2651
gru_return_sequences_max_pooling,Embedding_out_dim = 300| GRU_units=10,custom_pop_sg_50_10_300d,0.13,0.08,0.03,1.0,0.0,0.0,1651,0.13,1.0,0.23,349,0.0,0.0,0.0,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=50,custom_pop_cbow_5_10_100d,0.13,0.08,0.03,0.38,0.0,0.0,1651,0.13,1.0,0.23,349,0.0,0.0,0.0,651,2651
lstm_return_sequences_average_pooling,Embedding_out_dim = 100| LSTM_units=70,custom_pop_cbow_5_5_100d,0.13,0.08,0.03,0.0,0.0,0.0,1651,0.13,1.0,0.23,349,0.0,0.0,0.0,651,2651
lstm,Embedding_out_dim = 300| LSTM_units=70,custom_pop_sg_5_5_300d,0.13,0.08,0.03,0.0,0.0,0.0,1651,0.13,1.0,0.23,349,0.5,0.01,0.01,651,2651
